first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Yusmeiro,Petit,P,6.43167287683,petityu01,1,1,59,-3.67,-0.39473684210526316,1,75.0,15.0,228.0,1.0,2.0,1.0,42.0,1.0,0.0,0.0,31.0,11.0,3.0,0.0,316.0,15.0,32.0,31,9,250,73
David,Phelps,P,7.35365514983,phelpda01,4,0,77,-4.5,-0.4523809523809524,1,119.0,33.0,336.0,4.0,0.0,8.0,23.0,19.0,0.0,0.0,56.0,11.0,2.0,0.0,482.0,1.0,59.0,29,3,200,74
Kevin,Quackenbush,P,5.5395843267,quackke01,3,0,58,-4.01,-0.4114285714285714,1,52.0,20.0,175.0,1.0,3.0,2.0,57.0,0.0,0.0,0.0,26.0,6.0,0.0,1.0,243.0,19.0,28.0,27,1,220,76
J. C.,Ramirez,P,1.04838919362,ramirjc01,1,0,11,-4.11,-0.41304347826086957,1,15.0,4.0,46.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,63.0,4.0,7.0,27,2,250,76
Neil,Ramirez,P,1.43173530655,ramirne01,1,0,15,-3.21,-0.42857142857142855,1,12.0,6.0,42.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,60.0,4.0,5.0,26,1,190,76
A. J.,Ramos,P,33.2070728572,ramosaj01,2,32,87,-2.3,-0.33649289099526064,1,45.0,26.0,211.0,3.0,0.0,4.0,71.0,0.0,0.0,0.0,18.0,6.0,2.0,0.0,277.0,51.0,18.0,29,3,205,70
Josh,Ravin,P,1.13634749041,ravinjo01,2,0,12,-6.75,-0.6071428571428571,1,13.0,4.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,47.0,4.0,7.0,27,0,230,76
Robbie,Ray,P,11.3740234077,rayro02,5,0,119,-3.52,-0.44386422976501305,1,121.0,49.0,383.0,8.0,3.0,12.0,23.0,23.0,0.0,0.0,50.0,9.0,2.0,0.0,545.0,0.0,56.0,24,1,195,74
Colin,Rea,P,2.47842536565,reaco01,2,0,26,-4.26,-0.42105263157894735,1,29.0,11.0,95.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,15.0,2.0,0.0,0.0,133.0,0.0,16.0,25,0,220,77
Chris,Rearick,P,0.390509131013,rearich01,0,0,4,-12.0,-0.8888888888888888,1,6.0,2.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,16.0,1.0,4.0,28,0,200,75
Addison,Reed,P,5.57821687409,reedad01,2,3,34,-4.2,-0.5,1,47.0,14.0,122.0,0.0,5.0,2.0,38.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,181.0,11.0,19.0,27,4,230,76
Addison,Reed,P,2.39990318207,reedad01,1,1,17,-1.17,-0.34782608695652173,1,11.0,5.0,46.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,60.0,3.0,2.0,27,4,230,76
Chris,Reed,P,0.0984601918326,reedch01,0,0,1,-4.5,-0.5833333333333334,1,6.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,2.0,25,0,225,75
Matt,Reynolds,P,1.72986616993,reynoma02,0,0,18,-4.61,-0.5121951219512195,1,14.0,7.0,41.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,62.0,3.0,7.0,31,5,240,77
Clayton,Richard,P,2.07540256442,richacl01,4,0,22,-3.83,-0.4251968503937008,1,47.0,7.0,127.0,1.0,1.0,2.0,23.0,3.0,0.0,0.0,18.0,3.0,4.0,0.0,181.0,0.0,18.0,32,7,245,77
Andre,Rienzo,P,1.4427258416,rienzan01,0,0,15,-5.95,-0.5084745762711864,1,17.0,13.0,59.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,89.0,5.0,14.0,27,2,190,75
Felipe,Rivero,P,5.66370941822,riverfe01,2,2,43,-2.79,-0.31724137931034485,1,35.0,11.0,145.0,1.0,2.0,1.0,49.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,189.0,17.0,15.0,24,0,200,74
Donn,Roach,P,0.101958409966,roachdo01,0,0,1,-10.8,-0.9,1,8.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,4.0,26,1,195,72
Tanner,Roark,P,7.45923596762,roarkta01,4,1,70,-4.38,-0.43543543543543545,1,119.0,26.0,333.0,5.0,3.0,7.0,40.0,12.0,0.0,0.0,54.0,17.0,0.0,0.0,467.0,8.0,55.0,29,2,235,74
Kenny,Roberts,P,0.483022352018,roberke02,0,0,5,-5.79,-0.5357142857142857,1,13.0,2.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,43.0,3.0,6.0,27,0,200,73
Kenny,Roberts,P,0.0922561076323,roberke02,1,0,1,-10.38,-0.7692307692307693,1,9.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,1.0,5.0,27,0,200,73
Clint,Robinson,OF,0.0959614645943,robincl01,0,0,1,-0.0,-0.3333333333333333,1,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,30,3,245,77
Hansel,Robles,P,5.81781083996,robleha01,4,0,61,-3.67,-0.3395061728395062,1,37.0,18.0,162.0,2.0,1.0,3.0,57.0,0.0,0.0,0.0,22.0,8.0,2.0,1.0,217.0,7.0,27.0,25,0,185,71
Fernando,Rodney,P,1.42090024787,rodnefe01,2,0,15,-0.75,-0.3333333333333333,1,8.0,4.0,36.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,4.0,4.0,38,13,220,71
Francisco,Rodriguez,P,35.4817215716,rodrifr03,1,38,62,-2.21,-0.28654970760233917,1,38.0,11.0,171.0,0.0,1.0,3.0,60.0,0.0,0.0,0.0,14.0,6.0,3.0,0.0,216.0,55.0,15.0,33,13,195,72
Paco,Rodriguez,P,0.769140978552,rodrist02,0,0,8,-2.61,-0.41935483870967744,1,10.0,3.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,4.0,3.0,24,3,220,75
Sergio,Romo,P,8.36967410426,romose01,0,2,71,-2.98,-0.3546511627906977,1,51.0,10.0,172.0,1.0,2.0,5.0,70.0,0.0,0.0,0.0,19.0,3.0,4.0,0.0,230.0,14.0,20.0,32,7,185,71
Hector,Rondon,P,29.8867849161,rondohe01,6,30,69,-1.67,-0.3333333333333333,1,55.0,15.0,210.0,3.0,2.0,4.0,72.0,0.0,0.0,0.0,13.0,4.0,5.0,1.0,281.0,47.0,19.0,27,2,180,75
Jorge,Rondon,P,0.14593600936,rondojo01,0,0,1,-90.0,-3.6666666666666665,1,8.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,1.0,11.0,27,1,215,73
Trevor,Rosenthal,P,45.2611591871,rosentr01,2,48,83,-2.1,-0.4223300970873786,1,62.0,25.0,206.0,1.0,3.0,4.0,68.0,0.0,0.0,0.0,16.0,3.0,7.0,0.0,287.0,57.0,16.0,25,3,220,74
Seth,Rosin,P,0.0124936361915,rosinse01,0,0,0,-22.5,-1.3333333333333333,1,7.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,14.0,1.0,5.0,27,1,265,78
Zac,Rosscup,P,2.76638194489,rosscza01,2,0,29,-4.39,-0.4875,1,26.0,13.0,80.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,13.0,5.0,1.0,0.0,118.0,6.0,13.0,27,2,220,74
David,Ross,C,0.0,rossda01,0,0,0,-0.0,-0.0,1,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,38,13,230,74
Joe,Ross,P,6.57601681074,rossjo01,5,0,69,-3.64,-0.3695652173913043,1,64.0,21.0,230.0,2.0,0.0,5.0,16.0,13.0,0.0,0.0,31.0,7.0,1.0,0.0,314.0,1.0,33.0,22,0,205,76
Tyson,Ross,P,20.2509498051,rossty01,10,0,212,-3.26,-0.43537414965986393,1,172.0,84.0,588.0,8.0,3.0,12.0,33.0,33.0,1.0,0.0,71.0,9.0,14.0,0.0,823.0,0.0,78.0,28,5,230,77
Chris,Rusin,P,8.19883103195,rusinch01,6,0,86,-5.33,-0.5341772151898734,1,170.0,41.0,395.0,3.0,5.0,10.0,24.0,22.0,2.0,1.0,78.0,19.0,2.0,2.0,594.0,0.0,88.0,29,3,195,74
James,Russell,P,2.69954438725,russeja02,0,1,20,-5.29,-0.5,1,42.0,9.0,102.0,0.0,2.0,2.0,49.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,148.0,8.0,24.0,29,5,205,76
Marc,Rzepczynski,P,1.63543170532,rzepcma01,0,0,17,-7.36,-0.4772727272727273,1,17.0,4.0,44.0,2.0,1.0,1.0,27.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,64.0,1.0,14.0,30,6,220,74
Casey,Sadler,P,0.47233721697,sadleca02,1,0,5,-3.6,-0.3333333333333333,1,4.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,2.0,25,1,225,76
Keyvius,Sampson,P,4.01507482096,sampske01,2,0,42,-6.54,-0.5923566878980892,1,67.0,26.0,157.0,0.0,0.0,6.0,13.0,12.0,0.0,0.0,38.0,7.0,4.0,0.0,251.0,0.0,43.0,24,0,225,74
Sergio,Santos,P,1.44204840888,santose01,0,0,15,-4.73,-0.5,1,13.0,7.0,40.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,61.0,6.0,7.0,32,5,215,76
Rob,Scahill,P,2.28560289466,scahiro01,2,0,24,-2.64,-0.532608695652174,1,33.0,16.0,92.0,1.0,5.0,4.0,28.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,142.0,13.0,15.0,28,3,220,74
Max,Scherzer,P,26.3543462098,scherma01,14,0,276,-2.79,-0.30612244897959184,1,176.0,34.0,686.0,5.0,2.0,12.0,33.0,33.0,4.0,3.0,71.0,27.0,10.0,1.0,899.0,0.0,74.0,31,7,215,75
Brian,Schlitter,P,0.378463577802,schlibr01,1,0,4,-7.36,-0.6363636363636364,1,12.0,2.0,22.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,35.0,3.0,6.0,30,5,240,77
A. J.,Schugel,P,0.482583686569,schugaj01,0,0,5,-5.0,-0.8148148148148148,1,17.0,5.0,27.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,51.0,2.0,13.0,26,0,205,72
James,Shields,P,20.6067493274,shielja02,13,0,216,-3.91,-0.44481054365733114,1,189.0,81.0,607.0,9.0,5.0,7.0,33.0,33.0,0.0,0.0,88.0,33.0,7.0,1.0,860.0,0.0,93.0,34,9,215,75
Kevin,Siegrist,P,13.2357193568,siegrke01,7,6,90,-2.17,-0.38839285714285715,1,53.0,34.0,224.0,3.0,2.0,1.0,81.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,312.0,13.0,20.0,26,2,215,77
Josh,Smith,P,2.88266976687,smithjo07,0,0,30,-6.89,-0.6428571428571429,1,42.0,21.0,98.0,5.0,3.0,4.0,9.0,7.0,0.0,0.0,25.0,5.0,0.0,0.0,161.0,0.0,27.0,28,0,220,74
Will,Smith,P,8.66770889988,smithwi04,7,0,91,-2.7,-0.4,1,52.0,24.0,190.0,1.0,1.0,2.0,76.0,0.0,0.0,0.0,19.0,5.0,5.0,0.0,264.0,11.0,23.0,26,3,260,77
Miguel,Socolovich,P,2.55409378923,socolmi01,4,0,27,-1.82,-0.39325842696629215,1,25.0,10.0,89.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,125.0,11.0,7.0,29,3,195,73
Sammy,Solis,P,1.6237526321,solissa01,1,0,17,-3.38,-0.453125,1,25.0,4.0,64.0,1.0,2.0,1.0,18.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,94.0,6.0,11.0,27,0,230,77
Joakim,Soria,P,3.46542591494,soriajo01,0,1,28,-2.03,-0.3875,1,23.0,8.0,80.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,107.0,5.0,7.0,31,8,200,75
Rafael,Soriano,P,0.368433664563,soriara01,2,0,4,-6.35,-0.5294117647058824,1,8.0,1.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,25.0,3.0,4.0,36,13,230,76
Craig,Stammen,P,0.287884393783,stammcr01,0,0,3,-0.0,-0.4166666666666667,1,2.0,3.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,31,6,230,76
Tim,Stauffer,P,0.772100582148,staufti01,0,0,8,-7.94,-0.5882352941176471,1,8.0,2.0,17.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,27.0,2.0,5.0,33,10,220,73
Matt,Stites,P,0.582687485652,stitema01,0,0,6,-12.46,-0.7307692307692307,1,14.0,5.0,26.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,44.0,6.0,14.0,25,1,195,71
Drew,Storen,P,28.9563434681,storedr01,2,29,67,-3.44,-0.3696969696969697,1,45.0,16.0,165.0,5.0,2.0,2.0,58.0,0.0,0.0,0.0,21.0,4.0,2.0,0.0,228.0,35.0,23.0,28,5,195,73
Stephen,Strasburg,P,14.77178829,strasst01,11,0,155,-3.46,-0.36910994764397903,1,115.0,26.0,382.0,3.0,0.0,7.0,23.0,23.0,0.0,0.0,49.0,14.0,4.0,0.0,523.0,0.0,56.0,27,5,230,76
Hunter,Strickland,P,4.7710263845,strichu01,3,0,50,-2.45,-0.2857142857142857,1,34.0,10.0,154.0,2.0,1.0,3.0,55.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,191.0,11.0,14.0,27,1,220,76
Pedro,Strop,P,10.0876894082,stroppe01,2,3,81,-2.91,-0.3333333333333333,1,39.0,29.0,204.0,4.0,6.0,6.0,76.0,0.0,0.0,0.0,22.0,5.0,6.0,0.0,270.0,12.0,24.0,30,6,220,73
Eric,Stults,P,2.96858466004,stulter01,1,0,31,-5.85,-0.42657342657342656,1,48.0,13.0,143.0,0.0,1.0,5.0,9.0,8.0,0.0,0.0,31.0,10.0,1.0,0.0,196.0,1.0,31.0,36,9,220,74
Eric,Surkamp,P,0.389842803749,surkaer01,0,0,4,-10.8,-0.5,1,4.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,16.0,0.0,4.0,28,4,220,77
Ichiro,Suzuki,OF,0.00499745447661,suzukic01,0,0,0,-9.0,-0.6666666666666666,1,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,42,14,170,71
Noah,Syndergaard,P,15.8461804161,syndeno01,9,0,166,-3.24,-0.3488888888888889,1,126.0,31.0,450.0,3.0,2.0,7.0,24.0,24.0,0.0,0.0,54.0,19.0,6.0,0.0,603.0,0.0,60.0,23,0,240,78
Julio,Teheran,P,16.3074937817,teherju01,11,0,171,-4.04,-0.43521594684385384,1,189.0,73.0,602.0,9.0,3.0,8.0,33.0,33.0,0.0,0.0,90.0,27.0,2.0,0.0,843.0,0.0,99.0,24,4,200,74
Dale,Thayer,P,2.38235284651,thayeda01,2,0,25,-4.06,-0.46017699115044247,1,37.0,15.0,113.0,0.0,4.0,2.0,38.0,0.0,0.0,0.0,17.0,5.0,2.0,0.0,158.0,5.0,17.0,35,6,210,72
Ian,Thomas,P,0.481684144764,thomaia01,0,0,5,-3.38,-0.5625,1,4.0,5.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,1.0,3.0,28,1,215,76
Ian,Thomas,P,1.72005836578,thomaia01,1,0,18,-4.0,-0.4074074074074074,1,16.0,6.0,54.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,73.0,3.0,8.0,28,1,215,76
Matt,Thornton,P,2.18938600461,thornma01,2,0,23,-2.18,-0.3548387096774194,1,33.0,11.0,124.0,1.0,3.0,1.0,60.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,171.0,12.0,12.0,39,11,235,78
Tyler,Thornburg,P,3.26472764709,thornty01,0,0,34,-3.67,-0.4174757281553398,1,31.0,12.0,103.0,3.0,1.0,2.0,24.0,0.0,0.0,0.0,14.0,7.0,3.0,1.0,151.0,9.0,22.0,27,3,190,71
Alex,Torres,P,4.13777807255,torreal01,0,1,35,-3.15,-0.5048543689320388,1,26.0,26.0,103.0,1.0,1.0,0.0,39.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,154.0,11.0,16.0,28,4,185,70
Carlos,Torres,P,4.56140353789,torreca01,5,0,48,-4.68,-0.45664739884393063,1,61.0,18.0,173.0,0.0,6.0,6.0,59.0,0.0,0.0,0.0,30.0,5.0,5.0,0.0,243.0,19.0,32.0,33,6,180,73
Blake,Treinen,P,6.22070037574,treinbl01,2,0,65,-3.86,-0.4630541871921182,1,62.0,32.0,203.0,2.0,6.0,5.0,60.0,0.0,0.0,0.0,29.0,4.0,4.0,0.0,280.0,17.0,32.0,27,1,230,77
Chin-hui,Tsao,P,0.667974920653,tsaoch01,1,0,7,-10.29,-0.8571428571428571,1,15.0,3.0,21.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,37.0,0.0,9.0,34,12,170,74
Sam,Tuivailala,P,1.92093397913,tuivasa01,0,0,20,-3.07,-0.4772727272727273,1,13.0,8.0,44.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,65.0,5.0,5.0,23,1,195,75
Jose,Urena,P,2.68036710263,urenajo01,1,0,28,-5.25,-0.5297297297297298,1,73.0,25.0,185.0,3.0,2.0,5.0,20.0,9.0,0.0,0.0,36.0,5.0,2.0,1.0,274.0,4.0,37.0,24,0,175,75
Donnie,Veal,P,0.295958059126,vealdo01,0,0,3,-14.54,-0.7692307692307693,1,8.0,2.0,13.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,24.0,2.0,7.0,31,6,235,76
Logan,Verrett,P,4.22420381662,verrelo01,1,1,36,-3.03,-0.29310344827586204,1,23.0,11.0,116.0,2.0,3.0,1.0,14.0,4.0,0.0,0.0,13.0,5.0,0.0,0.0,148.0,3.0,13.0,25,0,190,74
Carlos,Villanueva,P,6.7963976614,villaca01,4,2,55,-2.95,-0.3879781420765027,1,50.0,21.0,183.0,2.0,2.0,3.0,35.0,0.0,0.0,0.0,20.0,6.0,1.0,0.0,250.0,20.0,21.0,32,9,215,74
Pedro,Villarreal,P,2.77531241814,villape01,1,0,29,-3.42,-0.46,1,57.0,12.0,150.0,3.0,2.0,3.0,29.0,0.0,0.0,0.0,19.0,6.0,0.0,1.0,214.0,10.0,24.0,28,3,235,73
Nick,Vincent,P,2.11245711196,vinceni01,0,0,22,-2.35,-0.5072463768115942,1,25.0,10.0,69.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,100.0,8.0,8.0,29,3,180,72
Arodys,Vizcaino,P,10.5194546871,vizcaar01,3,9,37,-1.6,-0.39603960396039606,1,27.0,13.0,101.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,139.0,25.0,7.0,25,4,190,72
Ryan,Vogelsong,P,10.2812095097,vogelry01,9,0,108,-4.67,-0.4888888888888889,1,140.0,58.0,405.0,3.0,2.0,11.0,33.0,22.0,0.0,0.0,70.0,17.0,1.0,0.0,598.0,6.0,76.0,38,15,215,76
Chris,Volstad,P,0.0,volstch01,0,0,0,-0.0,-0.3333333333333333,1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,29,7,230,80
Michael,Wacha,P,14.5230064123,wachami01,17,0,153,-3.38,-0.40441176470588236,1,162.0,58.0,544.0,6.0,4.0,7.0,30.0,30.0,0.0,0.0,68.0,19.0,4.0,1.0,762.0,0.0,74.0,24,2,210,78
Tsuyoshi,Wada,P,2.96734640188,wadats01,1,0,31,-3.62,-0.422680412371134,1,30.0,11.0,97.0,1.0,1.0,1.0,8.0,7.0,0.0,0.0,13.0,5.0,1.0,0.0,136.0,0.0,14.0,34,1,180,71
Tyler,Wagner,P,0.483827497461,wagnety01,0,0,5,-7.24,-0.7073170731707317,1,22.0,7.0,41.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,67.0,0.0,11.0,24,0,195,75
Adam,Wainwright,P,1.90118510538,wainwad01,2,0,20,-1.61,-0.34523809523809523,1,25.0,4.0,84.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,111.0,2.0,7.0,34,10,235,79
Jordan,Walden,P,1.92939836508,waldejo01,0,1,12,-0.87,-0.3548387096774194,1,7.0,4.0,31.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,42.0,2.0,1.0,28,5,250,77
Tony,Watson,P,6.69017272725,watsoto01,4,1,62,-1.91,-0.3185840707964602,1,55.0,17.0,226.0,4.0,1.0,1.0,77.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,293.0,4.0,17.0,30,4,225,76
Ryan,Weber,P,1.82591092544,weberry01,0,0,19,-4.76,-0.36470588235294116,1,25.0,6.0,85.0,2.0,0.0,3.0,5.0,5.0,0.0,0.0,15.0,3.0,0.0,0.0,109.0,0.0,15.0,25,0,180,72
Allen,Webster,P,1.62510194481,webstal01,1,0,17,-5.81,-0.5591397849462365,1,32.0,20.0,93.0,2.0,1.0,1.0,9.0,5.0,0.0,0.0,20.0,10.0,1.0,0.0,142.0,1.0,28.0,25,2,190,74
Matt,West,P,0.191922929189,westma03,0,0,2,-0.0,-0.3333333333333333,1,2.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,27,1,200,73
Joe,Wieland,P,0.388460174677,wielajo01,0,0,4,-8.31,-0.5769230769230769,1,10.0,5.0,26.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,40.0,0.0,8.0,25,3,205,74
Jerome,Williams,P,7.84387031326,willije02,4,1,74,-5.8,-0.5371900826446281,1,161.0,34.0,363.0,5.0,3.0,12.0,33.0,21.0,0.0,0.0,78.0,22.0,4.0,0.0,553.0,3.0,83.0,34,12,260,75
Daniel,Winkler,P,0.19791987456,winklda01,0,0,2,-10.8,-0.6,1,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,25,0,200,75
Matt,Wisler,P,6.83608808296,wislema01,8,0,72,-4.71,-0.48623853211009177,1,119.0,40.0,327.0,4.0,4.0,8.0,20.0,19.0,0.0,0.0,57.0,16.0,2.0,3.0,478.0,0.0,59.0,23,0,195,75
Alex,Wood,P,8.57221386437,woodal02,7,0,90,-3.54,-0.4692737430167598,1,132.0,36.0,358.0,2.0,2.0,6.0,20.0,20.0,0.0,0.0,47.0,8.0,5.0,0.0,509.0,0.0,50.0,24,2,215,76
Alex,Wood,P,4.65718176249,woodal02,5,0,49,-4.35,-0.4218009478672986,1,66.0,23.0,211.0,2.0,2.0,6.0,12.0,12.0,0.0,0.0,34.0,7.0,1.0,1.0,292.0,0.0,36.0,24,2,215,76
Travis,Wood,P,14.3877504411,woodtr01,5,4,118,-3.84,-0.4139072847682119,1,86.0,39.0,302.0,1.0,5.0,4.0,54.0,9.0,0.0,0.0,43.0,11.0,2.0,0.0,419.0,12.0,48.0,28,5,175,71
Rob,Wooten,P,0.582432060201,wootero01,0,0,6,-12.0,-0.6111111111111112,1,5.0,6.0,18.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,30.0,0.0,8.0,30,2,200,73
Vance,Worley,P,4.66646761028,worleva01,4,0,49,-4.02,-0.4744186046511628,1,81.0,21.0,215.0,2.0,3.0,6.0,23.0,8.0,0.0,0.0,32.0,6.0,3.0,0.0,310.0,6.0,36.0,28,5,250,74
Brad,Ziegler,P,26.7769710604,zieglbr01,0,30,36,-1.85,-0.31862745098039214,1,48.0,17.0,204.0,1.0,3.0,3.0,66.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,263.0,46.0,17.0,36,7,220,76
Jordan,Zimmermann,P,15.6166143503,zimmejo02,13,0,164,-3.66,-0.40165289256198344,1,204.0,39.0,605.0,8.0,3.0,10.0,33.0,33.0,0.0,0.0,82.0,24.0,2.0,1.0,831.0,0.0,89.0,29,6,225,74
